,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
1855,2012-05-08,70.0,51.5,61.0,5,45.0,53.0,0.005,29.165,29.855,8.350000000000001,27.5,8.9
1857,2012-05-09,60.0,46.5,53.5,-2,43.0,48.5,0.0325,29.23,29.915,4.05,18.5,7.699999999999999
1859,2012-05-10,66.0,45.5,56.0,1,33.5,46.0,0.0,29.32,30.0,3.0,4.5,6.7
1861,2012-05-11,78.0,45.5,62.0,4,39.0,52.0,0.0,29.4,30.08,9.3,20.0,9.65
1863,2012-05-12,68.0,52.0,60.0,4,43.5,51.0,0.14,29.54,30.215,5.550000000000001,2.5,9.05
1865,2012-05-13,70.5,51.5,61.0,3,32.0,48.0,0.0,29.48,30.18,7.9,3.0,8.45
1867,2012-05-14,80.0,44.5,62.5,5,36.0,51.0,0.0,29.345,30.05,2.15,16.5,4.85
1869,2012-05-15,85.0,56.5,71.0,14,44.5,56.5,0.0275,29.21,29.9,8.0,24.5,12.2
1871,2012-05-16,64.0,51.0,58.0,-1,33.0,46.0,0.0,29.41,30.085,10.6,4.5,11.55
1873,2012-05-17,72.5,47.0,60.0,1,39.5,50.5,0.0,29.41,30.1,5.3,11.0,5.949999999999999
1875,2012-05-18,85.0,55.0,70.0,9,39.5,54.0,0.0,29.325,30.02,8.05,15.5,8.8
1877,2012-05-19,91.5,61.5,77.0,16,52.5,62.0,0.0,29.32,29.994999999999997,7.75,16.5,8.85
1879,2012-05-20,92.5,65.0,79.0,18,57.0,65.0,0.14,29.310000000000002,29.975,8.8,21.5,11.25
1881,2012-05-21,66.0,54.0,60.5,0,44.0,52.0,0.0,29.415,30.105,12.05,18.5,13.1
1883,2012-05-22,69.5,49.5,60.0,0,41.5,51.0,0.0,29.310000000000002,30.015,6.0,4.5,7.550000000000001
1885,2012-05-23,82.0,48.0,65.5,4,41.5,54.0,0.0,29.130000000000003,29.84,6.25,16.0,6.75
1887,2012-05-24,90.0,65.5,78.0,15,52.5,63.0,0.0,29.005,29.685000000000002,16.3,18.0,16.45
1889,2012-05-25,81.5,66.0,74.0,12,49.0,59.0,0.0,29.335,29.97,3.8499999999999996,4.0,10.4
1891,2012-05-26,84.0,61.5,73.0,11,54.0,61.5,0.0025,29.39,30.060000000000002,10.0,7.0,11.25
1893,2012-05-27,97.0,71.5,84.5,22,58.5,68.0,0.0,29.195,29.89,9.05,18.0,10.399999999999999
1895,2012-05-28,94.5,75.5,85.0,23,60.0,68.5,0.0125,29.065,29.744999999999997,13.8,22.0,14.45
1897,2012-05-29,85.0,62.5,74.0,9,45.5,59.0,0.0025,29.130000000000003,29.799999999999997,10.649999999999999,28.0,11.85
1899,2012-05-30,69.5,53.0,61.5,-2,46.0,53.0,0.0,29.25,29.905,5.65,36.0,10.0
1901,2012-05-31,54.5,48.0,51.5,-13,45.0,48.0,1.045,29.225,29.945,11.350000000000001,3.5,12.0
1903,2012-06-01,64.5,49.0,57.0,-7,43.5,49.0,0.02,29.095,29.795,8.15,36.0,10.350000000000001
1905,2012-06-02,75.0,49.0,62.5,-1,46.5,55.0,0.0,29.065,29.75,11.149999999999999,25.5,11.5
1907,2012-06-03,80.5,56.5,68.5,5,48.0,58.0,0.005,29.130000000000003,29.805,9.05,27.5,9.6
1909,2012-06-04,74.5,59.0,67.0,3,47.0,56.0,0.0025,29.21,29.880000000000003,7.7,3.0,8.649999999999999
1911,2012-06-05,69.5,57.0,63.5,-1,49.0,56.0,0.0,29.32,29.994999999999997,9.25,3.5,9.649999999999999
1913,2012-06-06,75.0,54.0,64.5,-2,46.5,55.5,0.0,29.384999999999998,30.064999999999998,5.95,3.5,6.25
1915,2012-06-07,80.0,54.0,67.0,2,44.5,56.0,0.0,29.405,30.09,2.75,9.5,5.25
1917,2012-06-08,87.5,56.5,72.0,5,48.5,60.0,0.0,29.295,29.99,6.9,24.0,7.45
1919,2012-06-09,89.5,65.5,78.0,12,50.0,62.0,0.0,29.21,29.895,9.350000000000001,22.0,10.25
1921,2012-06-10,92.5,69.0,81.0,13,55.5,65.5,0.0,29.23,29.895,11.15,18.5,11.55
1923,2012-06-11,90.0,71.0,80.5,13,62.5,68.5,0.0025,29.15,29.814999999999998,9.15,22.5,11.1
1925,2012-06-12,77.5,60.5,69.5,1,46.5,57.0,0.0,29.365000000000002,30.020000000000003,6.5,33.5,10.7
1927,2012-06-13,71.5,55.5,63.5,-5,45.0,55.0,0.0,29.46,30.145,7.75,8.0,7.95
1929,2012-06-14,86.5,58.0,72.5,4,48.0,59.0,0.0,29.375,30.075,7.6,12.5,8.7
1931,2012-06-15,93.5,63.0,78.5,9,48.5,61.5,0.0,29.36,30.035,7.8,15.5,9.149999999999999
1933,2012-06-16,94.0,69.0,82.0,13,60.0,68.0,0.345,29.259999999999998,29.945,10.95,19.5,12.0
1935,2012-06-17,86.0,68.5,77.5,9,59.0,66.0,0.13,29.16,29.845,5.5,23.0,7.449999999999999
1937,2012-06-18,93.0,70.5,82.0,12,65.0,71.0,0.0,29.065,29.725,16.85,21.0,17.25
1939,2012-06-19,94.5,76.5,86.0,17,65.0,71.5,0.0,29.245,29.884999999999998,14.25,20.5,14.7
1941,2012-06-20,94.0,76.5,85.5,16,62.0,70.5,0.0,29.255,29.925,15.0,20.5,15.2
1943,2012-06-21,84.0,70.0,77.5,8,59.5,66.5,0.02,29.235,29.9,7.35,26.5,9.600000000000001
1945,2012-06-22,85.0,63.5,74.5,6,52.0,62.0,0.0,29.29,29.96,2.15,19.5,6.0
1947,2012-06-23,86.5,62.5,75.0,5,55.0,63.5,0.0,29.310000000000002,29.990000000000002,3.1,8.0,5.25
1949,2012-06-24,93.0,67.5,80.5,9,57.5,65.5,0.0,29.27,29.945,2.4,3.5,7.6
1951,2012-06-25,75.0,61.5,68.5,-3,48.5,58.0,0.0,29.375,30.049999999999997,14.5,3.5,14.85
1953,2012-06-26,82.0,59.5,71.0,-1,50.5,59.5,0.0,29.299999999999997,29.994999999999997,4.55,9.0,5.800000000000001
1955,2012-06-27,91.0,60.5,76.0,4,51.0,63.0,0.0,29.17,29.865000000000002,11.7,20.0,12.0
1957,2012-06-28,100.5,76.5,88.5,17,68.5,74.0,0.1,29.11,29.770000000000003,7.4,25.5,9.8
1959,2012-06-29,88.0,69.5,79.0,8,61.5,68.0,0.35,29.185000000000002,29.825,2.1,19.5,7.6000000000000005
1961,2012-06-30,90.5,69.5,80.5,9,67.5,72.0,0.0025,29.14,29.810000000000002,6.45,23.5,7.0
1963,2012-07-01,90.5,67.0,79.0,8,67.5,71.5,0.28250000000000003,29.259999999999998,29.915,2.95,22.5,5.5
1965,2012-07-02,97.5,72.5,85.5,13,69.0,74.0,0.0,29.245,29.92,5.1,23.0,5.75
1967,2012-07-03,95.5,77.0,86.5,15,67.0,73.5,0.0,29.165,29.84,9.55,24.0,10.0
1969,2012-07-04,101.5,79.5,91.0,19,68.0,75.0,0.0,29.18,29.84,8.8,25.0,9.25
1971,2012-07-05,102.5,79.0,91.0,19,68.5,75.0,0.14250000000000002,29.225,29.875,4.8,25.0,7.25
1973,2012-07-06,103.5,82.5,93.5,21,71.0,77.0,0.0,29.240000000000002,29.905,5.7,27.5,7.1
1975,2012-07-07,98.0,73.5,86.0,14,67.5,72.5,0.0,29.29,29.945,7.75,1.5,11.350000000000001
1977,2012-07-08,85.0,71.0,78.5,4,56.0,65.0,0.0,29.365000000000002,30.025,12.0,3.0,12.3
1979,2012-07-09,89.5,67.0,78.5,6,58.0,65.5,0.0,29.354999999999997,30.020000000000003,4.800000000000001,5.5,6.85
1981,2012-07-10,82.5,69.0,76.0,2,55.5,64.0,0.0,29.415,30.085,10.350000000000001,4.0,10.6
1983,2012-07-11,86.5,66.5,77.0,3,57.0,65.0,0.0,29.415,30.09,6.55,8.5,8.45
1985,2012-07-12,90.5,68.5,80.0,6,53.5,64.5,0.0,29.380000000000003,30.049999999999997,7.25,11.0,8.7
1987,2012-07-13,93.0,71.5,82.5,9,63.0,69.0,0.14250000000000002,29.34,30.020000000000003,3.3,14.0,6.4
1989,2012-07-14,89.5,70.5,80.0,7,65.5,70.0,0.005,29.33,30.009999999999998,1.55,23.5,5.65
1991,2012-07-15,95.0,70.5,83.0,9,66.0,71.5,0.0,29.32,30.0,2.1500000000000004,24.0,7.1
1993,2012-07-16,97.5,74.5,86.5,11,65.5,72.5,0.0,29.22,29.9,7.85,23.5,8.399999999999999
1995,2012-07-17,99.0,79.5,89.5,15,66.5,74.0,0.0,29.155,29.814999999999998,8.75,25.5,9.600000000000001
1997,2012-07-18,92.5,71.5,82.0,9,71.0,74.0,0.7,29.21,29.875,5.65,4.0,8.75
1999,2012-07-19,84.0,70.5,77.5,3,70.0,72.0,0.845,29.22,29.884999999999998,4.6,4.5,10.25
2001,2012-07-20,81.5,68.5,75.5,1,60.0,65.5,0.0025,29.365000000000002,30.03,9.95,4.0,10.6
2003,2012-07-21,88.0,67.0,77.5,2,63.0,69.0,0.0,29.365000000000002,30.04,3.8499999999999996,25.0,4.6
2005,2012-07-22,89.5,71.5,81.0,5,65.5,70.5,0.0075,29.345,30.03,5.9,20.5,6.45
2007,2012-07-23,97.5,81.0,89.5,15,67.5,74.0,0.0075,29.23,29.9,9.9,24.0,10.65
2009,2012-07-24,86.0,70.0,78.5,3,65.5,70.5,0.455,29.275,29.93,6.1,4.5,7.6
2011,2012-07-25,100.0,72.0,86.5,11,67.0,73.0,0.005,29.02,29.72,9.3,20.0,12.1
2013,2012-07-26,89.0,70.5,80.0,5,69.0,72.5,0.39,29.03,29.689999999999998,6.2,24.5,8.95
2015,2012-07-27,86.5,68.0,77.5,2,64.0,68.5,0.02,29.195,29.83,5.050000000000001,32.5,8.75
2017,2012-07-28,82.5,69.0,76.0,1,60.0,66.0,0.0,29.405,30.060000000000002,6.65,5.5,8.350000000000001
2019,2012-07-29,86.5,65.5,76.0,0,58.5,66.0,0.0025,29.335,30.020000000000003,4.5,14.5,5.8
2021,2012-07-30,92.5,71.5,82.5,7,61.5,69.0,0.0,29.215,29.9,6.0,20.5,7.2
2023,2012-07-31,85.5,69.5,78.0,3,65.0,69.5,0.165,29.235,29.9,4.1,5.0,7.5
2025,2012-08-01,89.5,69.5,79.5,6,63.5,69.0,0.0,29.215,29.9,2.65,15.5,4.2
2027,2012-08-02,93.0,68.5,81.0,7,62.0,69.0,0.0,29.16,29.84,2.4,12.5,6.65
2029,2012-08-03,94.5,72.5,83.5,10,66.0,72.0,0.0,29.185000000000002,29.85,4.800000000000001,8.5,6.1
2031,2012-08-04,94.0,71.5,83.0,9,68.5,72.0,0.6950000000000001,29.18,29.84,4.3,19.5,6.45
2033,2012-08-05,84.5,68.0,76.5,2,59.0,66.0,0.0,29.380000000000003,30.03,6.4,30.5,8.7
2035,2012-08-06,85.5,64.5,75.5,1,56.0,64.0,0.0,29.380000000000003,30.060000000000002,3.1500000000000004,23.5,4.449999999999999
2037,2012-08-07,93.0,64.5,79.0,4,59.5,67.5,0.0,29.240000000000002,29.93,6.5,25.0,7.800000000000001
2039,2012-08-08,84.0,73.5,79.0,5,62.0,68.0,0.0075,29.265,29.945,8.2,5.5,8.6
2041,2012-08-09,76.0,64.5,70.5,-4,62.5,65.5,0.0275,29.185000000000002,29.865000000000002,7.15,4.0,9.399999999999999
2043,2012-08-10,76.0,61.5,69.0,-4,55.0,60.5,0.29000000000000004,29.22,29.895,13.399999999999999,35.5,14.3
2045,2012-08-11,78.5,57.0,68.0,-6,52.5,59.0,0.0,29.285,29.96,6.15,35.0,8.25
2047,2012-08-12,76.5,58.0,67.5,-7,53.5,60.5,0.0025,29.299999999999997,29.985,3.55,22.0,4.25
2049,2012-08-13,70.5,61.5,66.5,-8,61.0,63.0,0.37,29.265,29.955,0.5,9.0,2.75
2051,2012-08-14,83.0,57.5,70.5,-2,60.0,64.0,0.0075,29.23,29.91,0.7,8.5,4.55
2053,2012-08-15,85.5,66.0,76.0,3,59.5,66.0,0.005,29.22,29.9,5.45,22.5,6.3
2055,2012-08-16,76.0,63.0,69.5,-3,61.0,65.0,0.35,29.165,29.835,7.15,23.5,10.1
2057,2012-08-17,76.5,58.5,67.5,-5,51.5,58.5,0.0,29.299999999999997,29.975,4.1,33.5,6.9
2059,2012-08-18,77.5,55.0,66.5,-7,49.0,57.5,0.0,29.285,29.975,2.9000000000000004,14.5,4.75
2061,2012-08-19,79.0,60.5,70.0,-1,49.5,58.5,0.0,29.25,29.93,1.7,9.0,3.9000000000000004
2063,2012-08-20,75.0,59.0,67.0,-5,55.0,60.0,0.305,29.28,29.955,2.9,6.5,5.1
2065,2012-08-21,79.0,55.5,67.5,-5,50.5,58.5,0.0,29.380000000000003,30.055,2.35,11.0,4.6
2067,2012-08-22,84.5,63.0,70.0,-1,51.5,60.5,0.0,29.37,30.07,5.1,19.0,5.8
2069,2012-08-23,91.5,66.5,79.0,7,55.0,64.0,0.015,29.36,30.035,7.3,18.0,7.699999999999999
2071,2012-08-24,93.5,67.5,80.5,8,56.5,66.0,0.0,29.310000000000002,29.985,7.6,18.5,8.350000000000001
2073,2012-08-25,93.5,68.5,81.5,10,56.5,66.0,0.0,29.325,30.0,7.45,18.5,8.05
2075,2012-08-26,80.0,67.0,74.0,3,66.0,68.0,2.115,29.32,30.0,5.1,18.0,7.3
2077,2012-08-27,88.0,67.5,78.0,7,61.5,67.0,0.0,29.354999999999997,30.020000000000003,3.8,2.5,6.0
2079,2012-08-28,85.5,64.0,75.0,5,60.5,65.5,0.0,29.395000000000003,30.07,3.8499999999999996,7.0,5.45
2081,2012-08-29,84.0,67.5,76.0,5,58.5,65.0,0.0,29.36,30.04,4.9,12.0,5.55
2083,2012-08-30,90.5,66.5,78.5,7,58.0,66.0,0.0,29.310000000000002,29.985,9.55,20.0,10.0
2085,2012-08-31,92.5,71.5,82.5,13,64.0,70.0,0.0,29.35,30.009999999999998,5.65,23.5,10.25
2087,2012-09-01,76.5,72.0,74.5,5,67.0,70.0,0.1275,29.314999999999998,29.995,11.05,5.5,11.15
2089,2012-09-02,81.5,74.0,78.0,10,69.0,71.5,0.0025,29.21,29.895,10.9,6.0,11.399999999999999
2091,2012-09-03,87.5,72.0,80.0,12,69.5,73.0,0.0,29.200000000000003,29.87,4.8,6.5,5.15
2093,2012-09-04,89.5,67.0,78.5,10,68.5,72.0,0.485,29.174999999999997,29.85,2.5999999999999996,7.5,7.55
2095,2012-09-05,86.0,64.5,75.5,8,64.0,68.0,0.165,29.134999999999998,29.795,3.5999999999999996,23.0,6.75
2097,2012-09-06,86.0,69.0,77.5,10,61.0,67.0,0.0,29.21,29.880000000000003,2.5,18.5,6.1
2099,2012-09-07,78.0,60.0,69.5,2,59.5,63.5,0.13,29.134999999999998,29.810000000000002,4.15,34.0,9.2
2101,2012-09-08,73.0,55.0,64.5,-2,49.5,56.0,0.255,29.17,29.855,8.85,30.5,11.1
2103,2012-09-09,72.0,55.5,64.0,-2,51.0,56.5,0.0,29.375,30.03,8.399999999999999,35.0,9.45
2105,2012-09-10,76.0,53.0,65.0,-2,48.5,56.0,0.0,29.455,30.134999999999998,5.25,18.0,5.7
2107,2012-09-11,83.5,55.5,70.0,3,52.0,60.0,0.0,29.41,30.095,10.5,20.0,10.9
2109,2012-09-12,86.5,63.0,75.0,10,55.0,62.5,0.0,29.435,30.11,9.65,21.0,9.95
2111,2012-09-13,71.5,55.0,63.5,-2,54.0,58.0,0.16,29.564999999999998,30.240000000000002,8.25,35.5,9.95
2113,2012-09-14,75.5,52.5,64.5,0,45.5,54.5,0.0025,29.6,30.29,5.35,29.5,6.75
2115,2012-09-15,79.0,52.5,66.0,1,45.0,55.0,0.0,29.505,30.21,1.7999999999999998,16.0,3.75
2117,2012-09-16,77.5,52.5,65.0,-1,46.5,55.5,0.0,29.335,30.04,4.800000000000001,21.5,5.25
2119,2012-09-17,78.5,57.0,68.0,3,55.5,59.5,0.21500000000000002,29.135,29.84,4.9,25.5,9.0
2121,2012-09-18,63.5,48.5,56.0,-9,38.0,47.0,0.0025,29.245,29.92,11.5,32.5,11.899999999999999
2123,2012-09-19,73.5,44.0,59.0,-6,39.5,50.0,0.0,29.23,29.935000000000002,14.95,20.0,15.15
2125,2012-09-20,72.0,53.5,63.0,0,38.5,50.5,0.0,29.2,29.89,8.2,27.5,8.95
2127,2012-09-21,60.5,50.0,55.5,-8,45.5,50.5,0.14,29.165,29.865000000000002,1.75,29.5,6.6
2129,2012-09-22,59.5,45.5,53.0,-10,40.0,46.0,0.015,29.325,29.994999999999997,10.15,29.0,11.0
2131,2012-09-23,61.5,41.5,52.0,-10,35.0,43.5,0.0,29.52,30.215,5.300000000000001,29.0,6.4
2133,2012-09-24,70.5,39.5,55.5,-7,33.5,46.0,0.0,29.32,30.055,11.100000000000001,22.5,11.35
2135,2012-09-25,77.0,51.5,64.5,2,51.5,57.0,0.0,29.165,29.865000000000002,8.1,20.5,8.5
2137,2012-09-26,68.5,55.0,62.0,1,50.0,55.0,0.0,29.365000000000002,30.025,9.4,2.5,9.95
2139,2012-09-27,66.5,47.5,57.5,-4,46.0,51.5,0.0,29.465,30.155,7.800000000000001,35.5,8.4
2141,2012-09-28,67.0,51.0,59.5,0,48.0,52.5,0.0025,29.435,30.13,7.3,18.5,8.600000000000001
2143,2012-09-29,79.0,48.5,64.0,5,46.0,53.0,0.0,29.325,30.03,2.15,35.0,5.7
2145,2012-09-30,66.5,51.0,59.0,-1,46.0,51.5,0.0,29.255000000000003,29.96,7.15,3.0,8.5
2147,2012-10-01,66.0,48.5,57.5,-1,45.5,52.0,0.0,29.165,29.87,4.05,5.0,4.85
2149,2012-10-02,69.0,56.0,62.5,3,49.5,55.5,0.0,29.174999999999997,29.855,10.45,3.0,10.8
2151,2012-10-03,66.0,60.0,63.0,4,58.0,60.0,0.14500000000000002,29.265,29.94,3.5,21.0,5.9
2153,2012-10-04,79.0,49.5,64.5,6,51.5,56.0,0.11,29.35,30.025,10.85,23.5,12.45
2155,2012-10-05,50.5,40.5,46.0,-12,31.0,40.0,0.0025,29.395,30.1,9.100000000000001,27.5,9.75
2157,2012-10-06,50.0,34.5,42.5,-14,27.5,37.0,0.0,29.445,30.14,8.85,29.5,9.2
2159,2012-10-07,51.0,37.0,44.5,-12,24.0,36.0,0.0,29.45,30.155,5.699999999999999,28.0,7.25
2161,2012-10-08,60.0,34.0,47.0,-10,28.0,40.0,0.0,29.365000000000002,30.085,12.350000000000001,20.5,12.4
2163,2012-10-09,66.0,42.5,54.5,-1,37.0,45.0,0.175,29.189999999999998,29.91,12.45,21.5,15.5
2165,2012-10-10,51.5,36.5,44.0,-12,30.5,38.5,0.0,29.4,30.09,11.0,28.0,11.95
2167,2012-10-11,67.0,37.0,52.0,-3,34.0,44.0,0.0125,29.435,30.119999999999997,8.35,22.5,13.85
2169,2012-10-12,53.0,39.0,46.0,-9,31.0,40.0,0.005,29.645,30.355,6.05,6.0,10.149999999999999
2171,2012-10-13,67.5,45.5,57.0,3,51.0,54.0,0.345,29.22,29.96,11.2,19.5,11.899999999999999
2173,2012-10-14,71.5,48.5,60.5,7,54.5,57.0,0.655,28.93,29.625,11.100000000000001,23.5,15.45
2175,2012-10-15,60.0,43.5,52.0,-2,40.5,46.0,0.0,29.235,29.9,4.95,31.0,8.75
2177,2012-10-16,70.0,42.0,56.0,3,44.0,51.0,0.0,29.009999999999998,29.729999999999997,13.15,17.5,13.5
2179,2012-10-17,68.5,54.5,61.5,9,51.5,55.5,0.47,28.75,29.455,14.55,19.0,16.35
2181,2012-10-18,54.5,45.0,50.0,-1,40.5,45.0,0.1,28.75,29.439999999999998,13.45,22.0,14.8
2183,2012-10-19,52.5,43.5,48.5,-3,42.5,45.0,0.08499999999999999,28.85,29.520000000000003,4.300000000000001,25.0,6.8
2185,2012-10-20,58.5,40.0,49.5,-1,40.0,44.0,0.0,29.14,29.810000000000002,6.75,25.5,7.1
2187,2012-10-21,69.0,39.5,54.5,3,44.5,49.5,0.0,29.29,29.975,5.65,15.5,6.0
2189,2012-10-22,66.0,52.5,59.5,7,55.5,57.5,0.545,29.21,29.92,4.75,19.0,6.65
2191,2012-10-23,69.5,58.0,64.0,15,59.5,61.0,0.045,29.21,29.9,4.4,16.5,6.35
2193,2012-10-24,78.5,59.5,69.0,19,61.0,64.5,0.0,29.189999999999998,29.88,10.95,19.0,10.899999999999999
2195,2012-10-25,76.0,45.0,60.5,12,55.5,59.0,0.29000000000000004,29.15,29.81,11.75,22.0,16.950000000000003
2197,2012-10-26,51.0,37.5,44.5,-4,30.0,39.0,0.0,29.57,30.255000000000003,9.0,34.0,9.899999999999999
2199,2012-10-27,48.0,35.0,41.5,-7,27.5,36.5,0.0,29.57,30.28,10.0,36.0,10.8
2201,2012-10-28,49.5,39.0,44.5,-3,30.5,38.5,0.0025,29.549999999999997,30.27,13.25,1.0,14.25
2203,2012-10-29,51.0,37.0,44.5,-3,30.0,38.0,0.0,29.46,30.2,15.100000000000001,35.5,15.65
2205,2012-10-30,47.5,39.5,44.0,-2,26.0,36.5,0.0,29.115,29.855,19.35,34.5,19.0
2207,2012-10-31,49.5,34.5,42.0,-4,26.0,35.0,0.0,29.125,29.835,12.8,32.5,13.100000000000001
2209,2013-05-01,84.5,59.5,72.0,17,53.0,62.0,0.0,29.395,30.06,7.85,18.0,8.85
2211,2013-05-02,63.0,42.0,49.0,-5,40.0,45.0,0.055,29.475,30.17,15.5,2.5,15.75
2213,2013-05-03,49.0,40.0,44.5,-10,41.5,43.5,0.035,29.310000000000002,30.03,11.1,3.0,11.35
2215,2013-05-04,71.5,48.5,60.5,6,44.5,51.0,0.0125,29.29,29.99,6.05,6.0,7.3
2217,2013-05-05,69.5,48.5,59.5,4,42.0,50.0,0.0025,29.310000000000002,30.0,8.4,2.5,8.95
2219,2013-05-06,70.5,50.5,61.0,6,38.0,49.0,0.0025,29.310000000000002,30.0,7.25,2.5,7.75
2221,2013-05-07,75.5,48.5,62.5,7,40.0,51.5,0.0,29.315,30.005000000000003,4.9,5.0,6.05
2223,2013-05-08,78.0,47.0,63.0,8,42.5,53.5,0.0,29.295,29.985,3.85,8.0,4.75
2225,2013-05-09,75.5,48.0,62.0,5,49.5,55.0,0.475,29.189999999999998,29.9,0.85,14.5,5.65
2227,2013-05-10,48.5,44.0,46.5,-10,42.0,44.5,0.085,29.215,29.91,9.95,35.5,10.4
2229,2013-05-11,61.0,43.5,52.5,-5,36.5,45.0,0.0,29.245,29.93,9.399999999999999,29.0,11.899999999999999
2231,2013-05-12,55.0,37.5,46.5,-11,28.5,39.0,0.0,29.385,30.09,6.65,32.0,10.399999999999999
2233,2013-05-13,62.5,37.0,50.0,-8,31.5,43.0,0.0,29.380000000000003,30.1,2.8,8.5,6.1
2235,2013-05-14,90.5,53.5,72.5,13,48.0,58.5,0.0,29.025,29.755000000000003,8.65,21.5,11.6
2237,2013-05-15,83.5,61.0,72.5,14,48.0,58.5,0.0025,29.105,29.765,2.75,26.0,8.95
2239,2013-05-16,82.0,55.0,68.5,9,45.0,56.0,0.0,29.23,29.89,4.05,7.0,5.15
2241,2013-05-17,71.5,56.5,64.5,4,46.5,54.0,0.005,29.325,29.994999999999997,5.3,5.0,6.449999999999999
2243,2013-05-18,79.5,57.5,68.5,8,55.5,61.0,0.0,29.295,29.99,5.8,11.0,6.75
2245,2013-05-19,86.5,60.0,73.5,12,60.5,66.0,0.0,29.15,29.85,6.65,14.5,7.85
2247,2013-05-20,90.5,65.0,78.0,16,59.5,67.0,1.17,29.065,29.73,13.1,21.0,14.05
2249,2013-05-21,81.5,64.5,73.5,12,62.5,66.0,0.38,28.995,29.675,11.8,20.0,12.45
2251,2013-05-22,73.0,54.0,64.0,2,59.5,62.5,1.0,29.0,29.66,5.45,24.0,8.350000000000001
2253,2013-05-23,55.0,42.5,49.0,-13,41.5,45.5,0.09,29.41,30.05,16.2,19.0,16.450000000000003
2255,2013-05-24,57.0,41.5,49.5,-13,33.5,42.0,0.0,29.66,30.355,7.8,3.5,8.55
2257,2013-05-25,57.0,45.0,51.5,-11,36.5,44.0,0.0,29.630000000000003,30.345,4.0,5.5,4.4
2259,2013-05-26,67.5,45.0,56.5,-6,43.5,50.0,0.0125,29.505,30.225,4.75,9.0,6.550000000000001
2261,2013-05-27,63.5,54.5,59.5,-4,53.5,56.0,0.21000000000000002,29.245,29.97,8.0,9.5,8.7
2263,2013-05-28,76.0,57.5,67.0,3,63.5,65.5,1.2000000000000002,29.095,29.785,9.1,20.0,10.25
2265,2013-05-29,84.5,64.5,74.5,10,63.0,67.0,0.015,29.195,29.88,7.6,20.0,8.95
2267,2013-05-30,83.5,64.5,74.5,10,65.0,68.5,0.3,29.174999999999997,29.85,13.15,18.5,14.25
2269,2013-05-31,77.5,64.5,71.5,7,64.5,67.0,0.265,29.09,29.79,12.05,19.5,12.399999999999999
2271,2013-06-01,76.0,63.0,70.0,6,61.5,64.0,0.5,29.015,29.69,12.5,21.5,12.45
2273,2013-06-02,63.0,45.0,54.0,-11,49.0,51.0,0.01,29.275,29.93,2.3,4.5,6.95
2275,2013-06-03,68.0,43.0,56.0,-8,41.5,49.5,0.0,29.375,30.064999999999998,3.1500000000000004,10.5,4.4
2277,2013-06-04,72.0,50.0,61.0,-3,44.5,52.0,0.0,29.425,30.115000000000002,5.449999999999999,7.0,6.5
2279,2013-06-05,74.5,55.0,65.0,-1,47.5,54.5,0.0075,29.284999999999997,29.994999999999997,6.449999999999999,5.5,8.25
2281,2013-06-06,64.5,53.0,59.0,-8,49.0,53.0,0.105,29.205,29.905,8.95,3.0,9.35
2283,2013-06-07,68.0,53.0,60.5,-6,44.5,52.0,0.0025,29.23,29.92,9.15,2.5,9.55
2285,2013-06-08,74.0,49.5,62.0,-4,42.5,53.0,0.0,29.28,29.96,4.7,6.5,5.5
2287,2013-06-09,81.5,56.5,69.5,2,54.0,61.0,0.01,29.185,29.88,6.55,15.0,8.65
2289,2013-06-10,75.5,60.5,68.0,1,62.0,64.5,0.5549999999999999,29.11,29.785,2.35,5.5,4.35
2291,2013-06-11,83.5,60.0,72.0,5,61.5,66.5,0.1225,29.17,29.85,2.85,24.0,4.3
2293,2013-06-12,86.5,63.5,75.5,7,64.0,67.0,0.5,29.04,29.74,3.0,6.5,6.9
2295,2013-06-13,72.5,58.5,66.0,-2,53.5,59.0,0.0,29.259999999999998,29.915,12.149999999999999,2.0,12.7
2297,2013-06-14,77.0,56.5,67.0,-1,50.5,57.0,0.0,29.369999999999997,30.045,6.3,5.5,7.85
2299,2013-06-15,80.5,59.5,70.0,1,61.0,64.5,0.14500000000000002,29.245,29.95,5.6,21.0,7.45
2301,2013-06-16,84.5,69.0,77.0,9,62.0,67.0,0.0,29.195,29.875,8.45,25.5,9.35
2303,2013-06-17,88.0,60.5,74.5,5,55.5,63.5,0.065,29.21,29.884999999999998,3.8,28.5,8.25
2305,2013-06-18,70.5,56.5,64.0,-6,52.0,56.5,0.005,29.335,30.005000000000003,11.75,2.5,12.0
2307,2013-06-19,75.0,55.0,65.0,-6,46.0,55.5,0.0,29.415,30.095,6.15,7.5,7.050000000000001
2309,2013-06-20,86.0,59.0,72.5,1,57.5,64.0,0.0,29.415,30.1,5.55,11.5,6.550000000000001
2311,2013-06-21,83.5,69.0,76.5,5,64.0,67.5,0.45,29.365000000000002,30.04,7.5,19.0,9.55
2313,2013-06-22,81.5,68.5,75.5,4,66.0,69.0,0.02,29.335,30.005000000000003,3.95,21.0,8.1
2315,2013-06-23,88.0,67.5,78.0,7,67.0,70.5,0.4225,29.3,29.97,10.0,20.0,10.5
2317,2013-06-24,87.5,67.5,77.5,7,66.0,69.0,0.16,29.275,29.955,9.7,22.0,10.5
